auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
21bff47e-e967-4798-8f0f-2121006abcb5,control,2020-07-08,22,Samsung SM-G955F,6,Samsung Internet,0,0
21c5e066-9c9d-4afd-a2c0-b005b920d820,control,2020-07-10,13,Generic Smartphone,6,Chrome Mobile,0,0
21ced590-c293-4d15-b44f-4efe0b0d7a22,control,2020-07-03,15,Samsung SM-G950F,6,Facebook,1,0
21d3cafb-e1fe-4e64-bc65-f1e674e2b758,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
21d674c9-57fa-42b5-b50d-58e8094fdf20,exposed,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
21e13a73-3a74-43a2-9368-27211ec1f722,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
21e1edd7-203b-4730-93fd-021074bd5e3a,exposed,2020-07-04,16,Samsung SM-G900F,6,Chrome Mobile WebView,0,1
21e25e76-03dd-4c15-a8fc-14ffa7326060,control,2020-07-03,15,Samsung SM-G965F,6,Facebook,0,0
21f4a588-21aa-4636-a6da-685e991a55a2,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
21fd0c48-173e-4b1a-ab4f-ba8bc647576a,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,1
220b1817-4262-4631-a7ed-dd53b1976af5,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
220c8e65-99ef-4cd2-8704-aea1aac355a4,exposed,2020-07-07,20,Samsung SM-A405FN,6,Chrome Mobile WebView,1,0
221aa37e-826e-48a3-b7c6-3ddc2ec319ae,control,2020-07-08,14,Samsung SM-G955F,6,Facebook,0,0
221d6174-3cf8-4a7c-8e6f-0e3f3bd2b074,control,2020-07-07,14,Samsung SM-J330FN,6,Samsung Internet,0,0
2231c1c3-4946-423c-933d-13410c2329e8,control,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
2236a2ae-94ae-41d1-b938-ea9c0b594b93,exposed,2020-07-03,4,Generic Smartphone,6,Chrome Mobile,0,0
2239ca54-1a21-4dcc-8aa1-904dbf05467b,exposed,2020-07-08,7,POT-LX1,6,Chrome Mobile WebView,0,0
224c86f0-dd6a-4434-9ffb-21fd86cd2f0c,exposed,2020-07-08,6,Samsung SM-G965F,6,Samsung Internet,0,0
224e6d15-bc62-4f91-858a-fef2a3722dfd,control,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,1,0
224f7dac-5cb8-4901-bcc6-4d1e07c2a341,exposed,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
2258470f-61eb-449b-8a89-ad211e533fc5,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
225c2ca4-a64e-4daa-9373-cd2766e620ee,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,1,0
22647cfc-e459-4fb0-bc19-af37cacc05c4,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
2277af73-d160-4263-9a53-1590c2090ef0,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
22816a4a-cf28-412a-a3e1-c88278a2b22a,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
22837ff7-d9e5-4627-8550-6a2561975a4b,exposed,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0,0
2283b808-6ab4-4b4d-accd-b168907465d4,exposed,2020-07-05,18,iPhone,5,Chrome Mobile iOS,0,0
228571dd-6adc-42c1-89d9-d07dd99e91b1,exposed,2020-07-08,11,Generic Smartphone,6,Facebook,0,0
228e5645-cd44-4fb3-9715-36942faefa5e,exposed,2020-07-04,14,Samsung SM-G960F,6,Chrome Mobile WebView,1,0
2291664f-1132-4498-af61-1624a94ede32,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
22a8d1b9-fe21-48b0-b536-f9cf4bb82483,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
22b7ad72-4dfc-45c8-ae18-8f208cc9e29c,exposed,2020-07-04,8,Nokia$2$3,6,Chrome Mobile WebView,1,0
22b99770-6bcf-4a9c-9f94-50df598453b8,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
22bc4e3d-69cb-45c6-9a9f-8f8c9475153e,control,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
22bd20bf-4ab6-4be8-a28a-2637551aa2e7,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,1
22d570fd-7f7a-44d3-b7d6-3f0dd636bf1e,control,2020-07-05,7,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
22d8d49e-4dbc-446a-b168-09251d377d12,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
22f01d45-10a3-4d0c-9988-8314e0976274,exposed,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
22f4cd50-8d63-403e-b2b1-64b2455dcd19,exposed,2020-07-10,6,Generic Smartphone,6,Chrome Mobile,0,0
22f59bb2-951c-4bd2-8003-5d1646f3df10,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
22f63416-8504-429b-ac23-2906257fd465,control,2020-07-10,5,NEM-L51,6,Chrome Mobile WebView,0,0
22fb6ec7-1950-4df8-b28e-b83f8fe8cd78,exposed,2020-07-06,2,Samsung SM-N960F,6,Chrome Mobile WebView,0,0
23016f5a-ed10-4d4e-adea-614bd82f6911,exposed,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,0,0
2302c41e-0fc5-4c46-b575-2373aa95ebd8,exposed,2020-07-07,16,Generic Smartphone,6,Chrome Mobile,0,0
2305946c-4943-4dbb-9625-72c2b4c4cf24,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2306b68a-d1aa-4355-9c2c-1f9b08095bfa,control,2020-07-08,9,Generic Smartphone,6,Chrome Mobile,0,0
230bd8c3-0813-4c34-b843-abdd14a54337,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
232568c3-7ac1-4cb4-a9ce-3a0c5138ad1d,control,2020-07-10,11,Generic Smartphone,6,Chrome Mobile,0,0
2328bef3-6ad2-4da2-a15f-f0003c6d4cbd,exposed,2020-07-10,10,Generic Smartphone,6,Chrome Mobile,0,0
2332d655-f0ff-4cb3-8f5b-dc7678e44eec,control,2020-07-03,15,Samsung SM-G930F,6,Facebook,0,0
2333b4af-f631-4b73-a71e-c6a2209f7df3,control,2020-07-08,17,CLT-L29,6,Facebook,0,0
2345b97b-1963-41c6-9ad3-3d992f59f339,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
23489529-5e97-436b-b0a1-0bdab86f22ea,exposed,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
234c6677-b8e9-42f2-a5ca-c4d635189ba4,exposed,2020-07-10,12,Generic Smartphone,6,Chrome Mobile,0,0
234d896d-60d3-47f8-aa4d-389e81f280ec,exposed,2020-07-10,0,Generic Smartphone,6,Chrome Mobile,1,0
2363e134-a473-45bc-93d4-f233810280f9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
23771538-6687-4eac-96c3-35707c066849,control,2020-07-05,13,Generic Smartphone,6,Chrome Mobile,0,0
23860617-7861-4a4d-a62f-db8de407390f,control,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,0,0
238de416-b920-44c1-867c-356ec3fe4aaa,control,2020-07-10,8,Samsung SM-G960F,6,Samsung Internet,0,0
239b3bad-88b3-458c-801b-5169896142a9,exposed,2020-07-09,21,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
23a0b4d7-c073-4d27-b7e2-e1c6a00d9969,exposed,2020-07-08,15,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
23b2028c-72ed-43b3-a2d7-d772b2d4d478,exposed,2020-07-03,8,iPhone,5,Mobile Safari,0,1
23b47075-ce6f-4fe0-8d0e-9478e94d0c21,exposed,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
23be8775-80e1-4a4f-a637-554862857db9,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
23bff217-4cb6-4ee2-9d82-063ed63ca538,control,2020-07-10,11,Samsung SM-A505FN,6,Samsung Internet,0,0
23cb803f-8d3f-48f8-b315-84f877fd7ea8,control,2020-07-10,1,Samsung SM-G570F,6,Samsung Internet,0,0
23ce0558-37fd-4975-8ff3-efce33405ca3,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
23dd0bee-83bf-4fc8-8dbc-04eed06c80ad,exposed,2020-07-09,13,Generic Smartphone,6,Facebook,0,0
23f2b7c0-e2ce-475e-8099-ec65f631e54f,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
24118e4c-ce82-4596-ba82-7f75cf22f000,exposed,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,0
2412457d-014f-4805-8103-8eeadc81e2f0,control,2020-07-10,5,Generic Smartphone,6,Chrome Mobile,0,0
241dff5d-0b02-43e0-bc79-33f58462c8a9,control,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
2422f9b4-25b6-4ab4-a624-686608982c21,control,2020-07-07,19,Generic Smartphone,6,Chrome Mobile,0,0
24393e83-665c-44a4-8d03-67732529ebf6,control,2020-07-10,5,Generic Smartphone,6,Chrome Mobile,0,0
24416b7d-8c77-4113-b1f3-10bb9daadb29,exposed,2020-07-10,13,Samsung SM-A705FN,6,Chrome Mobile WebView,0,0
2452a693-0b7a-467b-9282-463c886642c9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
2456bb1a-2833-4e7d-a107-f2f327773c62,exposed,2020-07-06,2,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
245c6711-1d73-416a-b65e-eae3f7eeee51,control,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0,0
245e6c83-89f8-4b3e-9668-26a5be694b77,exposed,2020-07-08,18,Samsung SM-G900F,6,Chrome Mobile WebView,0,0
2460cae4-da53-4b93-8021-bb4caefcece6,control,2020-07-05,4,Samsung SM-G960F,6,Facebook,0,1
24726c7d-a549-4a14-8438-ebe6ff5d55e7,control,2020-07-04,20,iPhone,5,Mobile Safari,0,0
247775cc-ca04-427f-bc8a-2f8e0b8bd1e5,control,2020-07-04,15,Samsung SM-G930F,6,Samsung Internet,0,1
2484383e-8c44-4f39-94ff-b289131ed800,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
2486784b-2d9b-41d6-9af1-20cddbb6d1a1,exposed,2020-07-06,1,Samsung SM-A505FN,6,Chrome Mobile WebView,1,0
248c4aa3-9b45-4d64-b9f1-4cbb26a9822f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
248cf75c-6c40-4297-9d98-e0ef0e06fc8c,exposed,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
2495d405-ba66-4dd9-8a43-efa0c4564864,control,2020-07-03,15,Samsung SM-G973F,6,Samsung Internet,0,0
249fb429-0901-4463-8985-ca3ec0cd792f,exposed,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,0
24a2363e-86e8-49d2-8cfb-c2d3bc29bc25,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
24af29ce-0fb0-47a7-9b63-04d37fa88305,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
24b25132-01e9-4d17-a66c-475747599e8b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
24d03f85-aa53-4d76-ad0c-ffcd5aac7a8c,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
24d47471-59a8-40ff-88af-e3b037c2b21a,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
24db2b5f-d330-4dee-a522-294c807a590b,control,2020-07-10,2,Generic Smartphone,6,Chrome Mobile,0,0
24f41bc1-1f96-4470-b9e3-312ae9223dbf,control,2020-07-03,15,Samsung SM-G925F,6,Facebook,0,0
2513a72e-a312-415a-9d9c-b608a78006a3,exposed,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
25198a27-c409-4249-b16f-12205bd55e8c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2533fe35-e355-4590-a21a-5c1152a92870,control,2020-07-04,3,Samsung SM-J530F,6,Samsung Internet,1,0
2534939d-30f9-4917-aa00-cb3130863344,exposed,2020-07-03,8,Generic Smartphone,6,Chrome Mobile,0,0
2539b9a0-e9d7-4767-9149-edc1af687023,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
2547f7b2-dd76-4c74-abac-92a420cbe3c3,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
255066ee-2c64-4477-a210-e56bf46c354d,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
255a8dc5-eaac-4b47-b90b-ef1f6c7a2a43,exposed,2020-07-03,6,Nokia$2$3,6,Chrome Mobile WebView,1,0
25634e29-210f-45d3-a642-ee67e75fb516,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
256fdd6c-f3aa-4d33-b347-e0e0b4e34d58,exposed,2020-07-07,14,Samsung SM-G986B,6,Facebook,0,0
257579b6-c32b-442a-bf97-1d72a452f27a,exposed,2020-07-10,5,Generic Smartphone,6,Chrome Mobile,0,0
2577353b-861c-4dfb-83ec-bfb97e1ee64c,control,2020-07-03,15,Samsung SM-G975F,6,Samsung Internet,1,0
257815dd-5fd4-4e8c-8768-5b2b43a9d469,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
257ac6c9-b585-4532-aa0e-5ff3008dea5e,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
257d676f-eb71-4bd2-96f2-571b9b7cc7b7,exposed,2020-07-08,0,Generic Smartphone,6,Chrome Mobile,0,0
2587a9e9-24e5-4e1c-844a-90f7d6855498,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
258ca440-3ddb-45cf-9f4c-5c53b111096f,exposed,2020-07-10,9,VFD 820,6,Chrome Mobile WebView,0,0
258eabe4-89ef-4ded-9323-916316cd4d19,exposed,2020-07-09,4,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
258f7cd3-7ca8-4cc6-bdd9-2fc87b3c8e29,exposed,2020-07-09,14,Samsung SM-J530F,6,Samsung Internet,0,0
2593d847-9c3d-4152-81f4-69745fe1911b,control,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,0
25b0648a-6f4d-4e0f-8e3d-60b428c20a5d,control,2020-07-05,1,Generic Smartphone,6,Chrome Mobile,0,0
25c0d6e6-4eca-47fe-86d6-4c7fbab19bfb,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,1,0
25d0e38d-7dba-43b4-b231-a6ebfccf3689,control,2020-07-03,15,Samsung SM-A202F,6,Samsung Internet,0,0
25d2f997-b9e2-40a2-ad22-5f29ab79866c,exposed,2020-07-10,1,Asus I01WD,6,Chrome Mobile WebView,0,0
25d4b252-dc32-4e41-9c87-d5c55a476025,exposed,2020-07-08,23,Generic Smartphone,6,Chrome Mobile,0,0
25deb852-7d1a-460b-862a-954774c3caf2,control,2020-07-08,5,Generic Smartphone,6,Chrome Mobile,0,0
25ecc5c6-b7c4-4acd-a6d4-522b4927e7af,control,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,0
25f207ff-8982-4c46-abf4-33652440aca3,control,2020-07-10,8,Generic Smartphone,6,Chrome Mobile,0,0
25f533dc-4772-40ce-aec1-fb9e19c75c23,exposed,2020-07-08,19,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
25f89f83-d360-4b5c-a90a-e803df8e49a8,exposed,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
25fae344-25ee-4fb3-a4ad-582e25fb7f51,control,2020-07-03,15,VOG-L09,6,Facebook,0,1
26094743-9a19-4ae8-a32b-7e07d1677c2e,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
260d7666-44b3-416b-b7ae-1107c6e0c1e2,control,2020-07-06,10,Samsung SM-J330FN,6,Samsung Internet,0,0
26230bea-23fd-4013-b9ff-c9c6d8718ba6,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
262793a7-ce47-48b4-b108-de4a52273913,control,2020-07-08,17,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
2628be92-9635-4d72-b7ea-3f2ffc89feab,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
262ac056-17b2-40a2-86b7-d0330901a690,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
26346ff5-180e-4517-893b-6417b1649ed4,control,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,0,0
263c2b73-e65d-4fac-9894-8ba340822e82,exposed,2020-07-08,3,OnePlus ONEPLUS A5010,6,Chrome Mobile WebView,0,0
2641cb01-02b5-43e5-824e-7ee2e5c616c3,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
264212d3-89ab-4d68-84e9-f5fdd0df47f3,control,2020-07-10,15,Generic Smartphone,6,Facebook,1,0
2642e139-98f1-4d60-9501-1f5d4474b958,exposed,2020-07-06,10,Nokia undefined$2$3,6,Chrome Mobile,0,0
2643a01b-dcf5-45d4-8798-5b494d1c3534,control,2020-07-10,10,iPhone,5,Mobile Safari,0,0
26448778-575d-4527-978f-f15ccfb2df93,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
264a04d9-485c-4a44-9172-cf7c7bc6fdde,exposed,2020-07-10,14,Generic Smartphone,6,Chrome Mobile,0,0
26546632-823f-4992-baf3-6438cd7c4320,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
265cd2e1-10e1-4b10-9538-f7c7250addff,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
265ea6b8-b174-45ee-a1ad-072537d1f37e,exposed,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,0
2660a9ae-d491-4672-a1e2-f01d5563fd9e,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
266ca28b-d046-44e1-8501-fe119cfcb5b7,exposed,2020-07-05,13,Samsung SM-G965F,6,Samsung Internet,1,0
26770348-d999-411d-b25d-ad23b26bc118,exposed,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,0,0
26892003-1c23-4ce4-81c3-bf9bbf419e1f,control,2020-07-05,17,Samsung SM-G950F,6,Samsung Internet,0,0
26894720-ea14-4ec8-b466-5c23835297e6,exposed,2020-07-09,7,HUAWEI $2,6,Chrome Mobile WebView,0,0
268bb010-c58e-485b-8db7-88254ed0755f,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
269999c9-7dd7-4c53-af45-492dd638d9d2,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
26a031c0-d137-4ea7-813a-513831409aaa,exposed,2020-07-03,7,LYA-L09,6,Chrome Mobile WebView,0,1
26a1d449-ae5d-46b1-b9f1-8090033a1139,exposed,2020-07-03,1,Generic Smartphone,6,Chrome Mobile,0,0
26ab43a5-fbc7-4364-8253-850c05b8f514,exposed,2020-07-04,5,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
26ae284f-cf29-4fdd-89fa-3251c68fae4f,exposed,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
26b140cb-82e2-4318-8837-dc94804e888b,control,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,1,0
26bb9557-4071-4982-ad04-a4200ee5173b,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
26bd0617-a4fd-4dc5-8416-dbe5cf32bd9f,exposed,2020-07-07,2,Samsung SM-A500FU,6,Chrome Mobile WebView,0,0
26c778d9-b470-4951-b057-a20cf9bb90ad,exposed,2020-07-10,13,Generic Smartphone,6,Chrome Mobile,0,0
26d7f4ab-a230-4a2f-9e02-899a4484dabd,control,2020-07-05,9,EML-L09,6,Facebook,0,0
26dc9ff9-b348-43b0-832b-3d7f548b954c,exposed,2020-07-09,13,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
26e9e802-28e6-4f53-8cdd-74720e7345ce,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile WebView,0,1
26eac252-82ae-4be9-84fd-ccc875e79d8d,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
26fb7e33-0262-4101-b535-e8e3d024c5e3,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
26ffa7a9-7b75-4f33-927e-398a28de35e6,exposed,2020-07-05,20,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
270ce24d-ddfb-41ca-ad27-a58ac0632d5a,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
271d7fd8-8961-48e5-9105-c34097af6d8b,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
2723ab6c-1b19-4780-9188-cf5a58e377f7,exposed,2020-07-08,10,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
272e23ae-14e9-4dd6-9e2a-705caf092510,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
272ed138-f1c6-4762-94b9-9c49f8b4da97,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile WebView,0,0
2738e6d7-8ca1-4106-9b46-8a194b254c0a,exposed,2020-07-03,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
274158cd-7983-467b-b555-cad9d60f5da0,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2742656f-565f-40f1-abf7-4b0db32d5052,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
2745fbc7-c9fc-40aa-85c6-e3c814ed6ae8,exposed,2020-07-08,1,Generic Smartphone,6,Chrome Mobile,0,0
277be1b6-8485-43dd-a42f-603b8954a718,exposed,2020-07-09,12,Samsung SM-G973F,6,Facebook,0,0
277f9d40-539a-49e3-bf05-89b844e8f8dc,exposed,2020-07-05,11,Samsung SM-G955F,6,Samsung Internet,0,0
279f5802-74e5-48e3-b174-f4e2ba21bb6a,control,2020-07-05,20,Generic Smartphone,6,Chrome Mobile,0,0
27bb3929-b1d7-4c92-ab1d-e835608e5c6d,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
27bc4c42-7459-47e5-a212-d4a6cabf8d6e,exposed,2020-07-03,2,OnePlus ONEPLUS A6000,6,Chrome Mobile WebView,0,0
27bece7e-7e89-40a4-b499-743e05a01d43,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
27cfda0d-8b96-485a-87f8-5d1f9a5b58a1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
27d2bb72-7d99-40fd-849b-25b9099c6f4e,exposed,2020-07-07,9,Samsung SM-G960F,6,Samsung Internet,0,0
27da859b-2bcf-4aeb-be96-1a96e24caa3e,control,2020-07-03,15,Samsung SM-G973F,6,Facebook,0,0
27defe52-94cc-498e-b298-9b6b115753e6,exposed,2020-07-05,10,Generic Smartphone,6,Chrome Mobile,0,0
27e4e0f6-0a17-45b2-bf9b-54654543f075,exposed,2020-07-05,7,iPhone,5,Mobile Safari UI/WKWebView,0,0
27e5616a-5486-4aae-b57c-b1d285dc2ff9,exposed,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0,0
27e60cf4-3c57-4323-b61b-f8e16ec1273c,exposed,2020-07-05,5,Samsung SM-N960F,6,Chrome Mobile WebView,0,0
27efb743-c5d5-4ba8-bbc9-7b28bb2be85f,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
27f59d18-a16e-46aa-b1ce-00b0d78b48d7,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
27f82e22-f6cb-4bce-9720-e84bfa3be8b8,control,2020-07-05,9,Nokia undefined$2$3,6,Chrome Mobile,0,0
27f87e00-86a3-427e-8c19-17f37ce53d2c,exposed,2020-07-05,21,Samsung SM-N960F,6,Facebook,0,0
2805b324-8fb1-4584-8ece-692599a7ac98,exposed,2020-07-09,13,Nokia$2$3,6,Chrome Mobile WebView,1,0
2812a04b-4690-457d-bcaa-4d403681f324,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
28155a80-c27f-48c7-9f7f-abbedabaed35,control,2020-07-03,15,Samsung SM-J710F,6,Chrome Mobile WebView,0,0
281e4f05-53a2-481b-ae3a-920854ced44a,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2820e55d-0ed4-4b12-abd0-bc5e0196f8d6,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
2822f3de-d0d7-410d-9bfb-d1526eb93dff,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
28254a07-fd18-4918-bf47-4fc0b2913aa5,control,2020-07-08,22,Samsung SM-J600FN,6,Chrome Mobile WebView,0,0
28270095-9dcc-4dee-966c-4105b16ca148,control,2020-07-04,4,Samsung SM-G960F,6,Samsung Internet,0,0
282929d7-ea93-4c5f-9b96-7d2c1d15a0ad,control,2020-07-08,3,Generic Smartphone,6,Chrome Mobile,0,0
283a7e05-c77d-4bf7-894e-2a1a4bf0d9ad,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,1,0
284aa64e-2958-4b95-bc5d-d47b298d0ec4,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,1
28524202-af49-4402-b606-07793f8a23dc,control,2020-07-10,11,Samsung SM-J530F,6,Chrome Mobile WebView,0,0
28583eaf-2b0c-49db-af3f-15e2c90953e0,control,2020-07-05,7,Samsung $2,6,Samsung Internet,0,0
285e08bd-a53d-40e6-a44a-88820ee223dc,exposed,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,1
2866e1ea-5a34-4186-a91a-d62d85b254bc,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
28785e29-12f5-422c-b8b0-2749ca6bf141,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
2887c6f8-b837-4f6f-a099-7c007f80f8f9,control,2020-07-10,7,Generic Smartphone,6,Chrome Mobile,0,0
28887656-8ca0-4304-a3c1-6cbe36468c5c,exposed,2020-07-07,2,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
2889e3af-cb26-4a1c-bcae-204374be4864,exposed,2020-07-08,14,Samsung SM-G930F,6,Samsung Internet,0,0
2895e317-dadf-48a8-b470-95def605a84e,control,2020-07-08,19,Samsung SM-G960F,6,Samsung Internet,0,0
289778e8-9169-49eb-bcb0-cc6af2926929,control,2020-07-05,0,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
28a1708b-bf69-43c2-821a-4f107ad0a2f2,exposed,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
28a47466-e10a-4d8a-9bb4-f2f147a2fcae,control,2020-07-08,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
28b1f270-3610-4758-8809-5056c55e1f25,control,2020-07-10,8,Generic Smartphone,6,Chrome Mobile,0,0
28b78456-c5a1-4700-a3d4-2df3f28ba2f9,exposed,2020-07-03,3,Generic Smartphone,6,Chrome Mobile,0,0
28c2f0b0-5c4d-414e-97cf-d6e26d692fa9,exposed,2020-07-10,10,Generic Smartphone,6,Chrome Mobile,0,0
28cfbbe3-0395-4b24-862a-fdd0f43b8fff,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,1,0
28dc7b88-b404-4d21-80d8-1b969d1f7f38,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
28dcf73f-b618-4901-8a3e-2c3bc1749eb9,exposed,2020-07-04,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
